Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Days Since First Order,lag_sales_1,lag_profit_1,rolling_sales_mean_3,rolling_profit_mean_3,cohort,churn
4619,CA-2015-117800,2015-09-21,2015-09-26,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,2149,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,542.94,3,0.0,141.1644,60,91.92,31.2528,220.00666666666666,60.32386666666667,2,1
4626,CA-2017-147228,2017-09-09,2017-09-14,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Columbia,Tennessee,38401,South,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,14.136,3,0.2,4.2408,699,361.764,68.3332,246.76999999999998,26.890666666666664,23,0
4634,CA-2015-130456,2015-08-21,2015-08-26,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,94122,West,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,586.398,6,0.15,34.494,12,205.3328,-36.2352,471.39360000000005,45.065933333333334,0,1
4646,CA-2016-143910,2016-08-12,2016-08-16,Standard Class,BC-11125,Becky Castell,Home Office,United States,New York City,New York,10011,East,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",145.764,2,0.1,-8.098,768,681.408,42.588,369.3213333333333,23.19633333333333,25,1
4675,CA-2016-133550,2016-07-31,2016-08-06,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Detroit,Michigan,48205,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3,0.0,30.0234,737,299.97,56.9943,216.9433333333333,40.43416666666666,24,1
4684,CA-2016-159912,2016-08-29,2016-09-03,Standard Class,GB-14530,George Bell,Corporate,United States,Philadelphia,Pennsylvania,19120,East,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",241.92,4,0.4,-56.448,353,24.4,10.248,157.77333333333334,-6.775000000000001,11,1
4685,CA-2016-159912,2016-08-29,2016-09-03,Standard Class,GB-14530,George Bell,Corporate,United States,Philadelphia,Pennsylvania,19120,East,FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88,4,0.5,-81.94,353,241.92,-56.448,143.4,-42.71333333333333,11,1
4692,CA-2014-138681,2014-12-20,2014-12-22,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,242.352,3,0.2,-42.4116,227,51.968,10.3936,188.09666666666666,6.425433333333333,7,1
4696,US-2015-138121,2015-12-17,2015-12-17,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,302.94,3,0.0,48.4704,528,69.008,12.0764,181.37800000000001,4.603533333333334,17,1
4697,US-2015-138121,2015-12-17,2015-12-17,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,142.36,2,0.0,38.4372,528,302.94,48.4704,171.436,32.99466666666667,17,1
4698,US-2015-138121,2015-12-17,2015-12-17,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",546.66,9,0.0,136.665,528,142.36,38.4372,330.65333333333336,74.5242,17,1
4699,US-2015-138121,2015-12-17,2015-12-17,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",212.13,3,0.0,14.8491,528,546.66,136.665,300.38333333333327,63.31709999999999,17,1
4703,CA-2017-140298,2017-05-11,2017-05-17,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,78745,Central,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,7.996,1,0.6,-6.9965,585,480.96,-269.3376,184.63333333333333,-89.94656666666668,19,1
4707,CA-2016-158435,2016-05-17,2016-05-18,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,6708,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,173.24,4,0.0,17.324,255,293.199,-20.6964,292.5903333333333,-2.737199999999999,8,1
4728,CA-2014-119151,2014-11-25,2014-11-29,Second Class,MP-18175,Mike Pelletier,Home Office,United States,New York City,New York,10009,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",275.952,3,0.2,-37.9434,242,26.25,11.025,318.584,28.061700000000002,8,0
4749,CA-2016-120005,2016-03-03,2016-03-03,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,0.0,11.9952,318,241.96,24.196,290.87333333333333,111.29373333333331,11,1
4780,CA-2014-150301,2014-07-08,2014-07-10,First Class,MH-18025,Michelle Huthwaite,Consumer,United States,Buffalo,New York,14215,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",63.882,1,0.1,10.647,0,561.568,28.0784,443.45,31.7058,0,0
4781,CA-2014-159310,2014-11-07,2014-11-12,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",683.144,4,0.3,0.0,157,474.43,199.2606,392.5593333333333,67.00656666666667,5,1
4789,CA-2015-104346,2015-12-11,2015-12-16,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",52.416,9,0.2,15.0696,357,69.576,-143.7904,647.284,11.688866666666662,12,1
4790,CA-2015-104346,2015-12-11,2015-12-16,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,54.92,5,0.2,10.984,357,52.416,15.0696,58.97066666666666,-39.2456,12,1
4791,CA-2015-104346,2015-12-11,2015-12-16,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,364.95,5,0.5,-248.166,357,54.92,10.984,157.42866666666666,-74.03746666666666,12,1
4805,CA-2017-136364,2017-07-13,2017-07-17,Second Class,MH-17455,Mark Hamilton,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,91.008,9,0.2,19.3392,936,190.848,-21.4704,568.9186666666667,118.03126666666668,31,1
4826,CA-2016-140018,2016-11-21,2016-11-26,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",77.952,3,0.2,15.5904,986,127.554,-9.111,71.27533333333334,2.9224666666666668,32,1
4851,CA-2014-107818,2014-09-08,2014-09-14,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,5,0.2,121.99,0,27.414,-14.1639,381.76466666666664,49.191633333333336,0,1
4854,CA-2014-113320,2014-12-12,2014-12-15,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,94601,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",12.54,3,0.0,4.5144,0,12.56,4.0192,34.827999999999996,12.767533333333333,0,1
4856,CA-2014-113320,2014-12-12,2014-12-15,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,94601,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3,0.0,4.4352,0,12.54,4.5144,11.446666666666667,4.322933333333333,0,1
4859,CA-2015-137526,2015-01-13,2015-01-17,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10004845,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",464.85,9,0.0,92.97,0,77.6,38.024,308.75,56.458,0,1
4918,CA-2017-163125,2017-10-09,2017-10-11,Second Class,MB-17305,Maria Bertelson,Consumer,United States,League City,Texas,77573,Central,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,254.058,3,0.3,-32.6646,1158,408.006,72.5344,263.818,31.404533333333337,38,0
4929,CA-2017-143245,2017-12-01,2017-12-06,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Fairfield,Connecticut,6824,East,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,897.15,3,0.0,251.202,1071,51.072,5.1072,516.26,82.5766,36,0
4939,CA-2014-157147,2014-01-13,2014-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",333.999,3,0.15,3.9294,0,29.16,10.7892,235.693,30.127,0,1
4942,CA-2015-156482,2015-02-06,2015-02-13,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Wilmington,Delaware,19805,East,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",283.92,4,0.0,82.3368,0,1268.82,266.4522,558.0133333333333,124.754,0,1
4950,CA-2017-107125,2017-11-27,2017-12-02,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0.0,6.0288,911,492.835,-14.081,544.4143333333333,-2.6840666666666664,30,0
4971,US-2016-153815,2016-11-06,2016-11-09,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,32216,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,207.984,2,0.2,-28.5978,875,523.764,-192.0468,421.484,-82.4266,29,0
4973,US-2016-153815,2016-11-06,2016-11-09,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,32216,South,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",35.568,2,0.2,5.7798,875,207.984,-28.5978,255.77200000000005,-71.6216,29,0
5012,US-2017-139647,2017-05-11,2017-05-13,First Class,TS-21370,Todd Sumrall,Corporate,United States,Phoenix,Arizona,85023,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,209.979,7,0.7,-356.9643,926,616.998,-36.294,601.423,-73.1725,31,0
5024,CA-2016-133795,2016-12-18,2016-12-24,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,San Diego,California,92037,West,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,4,0.0,11.1776,643,171.96,44.7096,84.02666666666666,25.061066666666665,21,1
5039,CA-2015-136469,2015-07-11,2015-07-12,First Class,TS-21370,Todd Sumrall,Corporate,United States,Wilmington,Delaware,19805,East,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",199.836,4,0.3,-37.1124,256,209.979,-356.9643,342.271,-143.4569,9,0
5044,CA-2016-158694,2016-11-10,2016-11-13,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",467.46,9,0.0,191.6586,0,504.9,80.784,345.3486666666666,87.78153333333334,0,0
5076,CA-2014-134572,2014-04-20,2014-04-22,Second Class,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070,Central,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,744.1,5,0.3,-95.67,99,99.372,-7.098,282.9413333333334,-33.720800000000004,3,1
5078,CA-2014-134572,2014-04-20,2014-04-22,Second Class,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070,Central,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,401.59,2,0.3,-131.951,99,744.1,-95.67,415.0206666666666,-78.23966666666666,3,1
5097,US-2014-140452,2014-12-06,2014-12-10,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,10.776,3,0.6,-4.8492,0,214.95,-120.372,77.562,-40.998,0,1
5132,CA-2017-146626,2017-12-29,2018-01-05,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Anaheim,California,92804,West,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,101.12,8,0.0,37.4144,854,141.372,-14.1372,85.90800000000002,8.330266666666667,28,0
5145,CA-2017-161333,2017-02-02,2017-02-07,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",86.26,2,0.0,29.3284,941,212.13,14.8491,281.68333333333334,60.280833333333334,31,1
5159,CA-2017-163006,2017-06-30,2017-07-04,Second Class,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,60653,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",14.224,2,0.6,-10.3124,701,569.058,-178.8468,196.07733333333337,-62.32706666666667,23,1
5164,CA-2015-161627,2015-07-06,2015-07-11,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Pasadena,California,91104,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,170.352,3,0.2,-17.0352,147,203.92,22.941,230.4433333333333,-4.0706,5,0
5171,CA-2016-122903,2016-05-27,2016-05-29,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,48205,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3504.9,5,0.0,700.98,759,207.76,85.1816,1244.9826666666668,259.08213333333333,25,1
5176,CA-2017-106432,2017-10-19,2017-10-24,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Waco,Texas,76706,Central,FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,328.3992,3,0.32,-91.7586,766,545.85,114.6285,595.6664,47.1758,25,0
5189,CA-2015-115567,2015-09-13,2015-09-18,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Columbus,Indiana,47201,Central,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1516.2,7,0.0,394.212,335,710.832,-97.7394,745.2539999999999,99.8136,11,0
5220,CA-2017-145653,2017-09-01,2017-09-01,Same Day,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205,Central,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,498.26,7,0.0,134.5302,1161,393.165,-204.4458,706.63,-23.305199999999996,39,1
5228,CA-2016-119865,2016-06-21,2016-06-26,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,New York City,New York,10011,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,353.568,2,0.2,-44.196,638,22.512,2.2512,466.82,57.725,21,1
5231,CA-2017-124436,2017-03-19,2017-03-22,Second Class,SA-20830,Sue Ann Reed,Consumer,United States,Fresno,California,93727,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,697.16,5,0.2,8.7145,693,22.784,4.8416,243.928,5.5546999999999995,23,1
5232,CA-2017-124436,2017-03-19,2017-03-22,Second Class,SA-20830,Sue Ann Reed,Consumer,United States,Fresno,California,93727,West,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",30.93,1,0.0,12.6813,693,697.16,8.7145,250.2913333333333,8.745800000000001,23,1
5234,CA-2014-115084,2014-10-18,2014-10-22,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Texarkana,Arkansas,71854,South,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,605.34,6,0.0,145.2816,0,70.448,12.3284,230.05200000000002,53.85373333333333,0,1
5238,CA-2014-166744,2014-09-20,2014-09-24,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Columbia,Maryland,21044,East,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,362.94,3,0.0,36.294,0,164.22,50.9082,183.1,31.2076,0,1
5245,CA-2016-156265,2016-08-02,2016-08-04,Second Class,BF-11020,Barry Franzsisch,Corporate,United States,Los Angeles,California,90032,West,FUR-TA-10001691,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",136.464,2,0.2,15.3522,26,253.372,-14.4784,150.04133333333334,-8.751933333333334,1,1
5263,CA-2014-105165,2014-09-07,2014-09-10,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",200.795,1,0.3,-22.948,0,215.148,-103.9882,187.28099999999998,-21.399733333333334,0,1
5273,CA-2017-125913,2017-01-16,2017-01-16,Same Day,JO-15145,Jack O'Briant,Corporate,United States,Los Angeles,California,90008,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",399.672,7,0.2,-14.9877,781,27.92,8.0968,328.08566666666667,-0.11396666666666692,26,0
5278,CA-2014-113859,2014-09-13,2014-09-17,Standard Class,BC-11125,Becky Castell,Home Office,United States,Odessa,Texas,79762,Central,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",340.116,6,0.3,-9.7176,69,145.764,-8.098,389.096,8.257466666666668,2,1
5291,CA-2014-146283,2014-09-08,2014-09-15,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Houston,Texas,77036,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,966.7,5,0.3,-13.81,0,528.43,0.0,809.5553333333334,30.40426666666667,0,1
5294,CA-2015-111073,2015-12-26,2015-12-30,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Medina,Ohio,44256,East,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,51.588,1,0.4,-15.4764,376,18.7,7.106,25.81866666666667,-2.4616000000000002,12,0
5301,CA-2016-113831,2016-05-30,2016-06-03,Standard Class,AH-10690,Anna Hberlin,Corporate,United States,Springfield,Virginia,22153,South,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,2275.5,10,0.0,386.835,789,146.136,16.4403,981.852,110.4121,25,1
5314,CA-2017-137876,2017-04-30,2017-05-05,Standard Class,DJ-13510,Don Jones,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",64.96,2,0.0,21.4368,247,128.058,-23.7822,598.718,32.61686666666667,8,0
5317,US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",11.808,2,0.2,1.3284,1087,63.47,19.041,76.68066666666667,-5.247400000000001,36,0
5318,US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,9.656,1,0.2,1.5691,1087,11.808,1.3284,28.311333333333334,7.312833333333333,36,0
5321,US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2314.116,7,0.4,-1002.7836,1087,9.656,1.5691,778.5266666666666,-333.29536666666667,36,0
5323,US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",19.76,2,0.2,5.928,1087,2314.116,-1002.7836,781.1773333333334,-331.76216666666664,36,0
5363,CA-2016-122017,2016-12-29,2017-01-02,Standard Class,CD-11920,Carlos Daly,Consumer,United States,Wichita,Kansas,67212,Central,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",70.56,6,0.0,23.9904,398,183.968,-25.2956,179.48266666666666,5.479933333333334,13,0
5397,US-2016-147340,2016-09-24,2016-09-24,Same Day,EB-13750,Edward Becker,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,63.2,5,0.0,23.384,562,6.408,1.4418,33.496,9.561933333333334,18,0
5400,CA-2016-117681,2016-04-09,2016-04-14,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90004,West,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,556.665,5,0.15,6.549,684,225.296,22.5296,384.1936666666666,-37.66413333333333,23,1
5427,CA-2016-153598,2016-12-03,2016-12-06,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,111.9,6,0.0,51.474,433,24.288,-12.7512,47.62533333333334,11.569999999999999,15,1
5430,CA-2014-136861,2014-09-05,2014-09-07,First Class,PR-18880,Patrick Ryan,Consumer,United States,Saint Petersburg,Florida,33710,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2,0.2,1.999,0,568.728,28.4364,243.54399999999998,13.609666666666667,0,1
5458,CA-2017-130631,2017-12-29,2018-01-02,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Edmonds,Washington,98026,West,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,68.46,2,0.0,20.538,1244,120.666,18.4548,135.95866666666666,-40.96073333333333,40,0
5460,CA-2017-116680,2017-09-04,2017-09-06,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94122,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.272,8,0.2,92.392,364,155.372,-13.3176,625.5279999999999,36.07573333333333,12,1
5462,CA-2017-101574,2017-09-28,2017-10-04,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Los Angeles,California,90032,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3,0.0,4.4352,818,123.96,11.1564,68.06,6.853400000000001,26,1
5474,CA-2017-116946,2017-12-19,2017-12-23,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Parker,Colorado,80134,West,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,102.018,7,0.7,-183.6324,1095,13.36,4.008,259.4193333333333,-35.016799999999996,36,0
5485,CA-2017-148999,2017-01-30,2017-02-04,Standard Class,EB-13870,Emily Burns,Consumer,United States,Miami,Florida,33142,South,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",419.136,4,0.2,-68.1096,1001,127.869,-9.1335,382.099,5.326700000000002,32,1
5491,CA-2017-134495,2017-04-01,2017-04-04,Second Class,BF-11020,Barry Franzsisch,Corporate,United States,Jacksonville,Florida,32216,South,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",218.352,3,0.2,-19.1058,268,136.464,15.3522,202.72933333333333,-6.077333333333333,9,1
5509,CA-2015-168529,2015-10-08,2015-10-12,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5,0.0,62.737,426,254.058,-32.6646,269.3213333333333,34.202266666666674,14,0
5557,CA-2015-125066,2015-12-14,2015-12-18,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Mississippi,39212,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,6.16,2,0.0,1.9712,36,191.96,32.6332,333.36,78.3648,1,1
5606,CA-2016-134516,2016-09-20,2016-09-25,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Greensboro,North Carolina,27405,South,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,17.088,2,0.2,1.068,0,181.95,38.2095,415.796,-10.204166666666667,0,0
5607,CA-2016-134516,2016-09-20,2016-09-25,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Greensboro,North Carolina,27405,South,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",98.392,1,0.2,-11.0691,0,17.088,1.068,99.14333333333332,9.402800000000001,0,0
5626,CA-2014-126683,2014-09-29,2014-10-01,Second Class,PP-18955,Paul Prost,Home Office,United States,Seattle,Washington,98115,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,21,148.288,29.6576,152.136,31.002133333333333,0,1
5627,CA-2014-126683,2014-09-29,2014-10-01,Second Class,PP-18955,Paul Prost,Home Office,United States,Seattle,Washington,98115,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",2348.82,9,0.0,399.2994,21,6.16,2.9568,834.4226666666667,143.97126666666665,0,1
5629,CA-2017-148810,2017-06-26,2017-07-01,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Miami,Florida,33180,South,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,273.552,3,0.2,-13.6776,576,230.28,23.028,234.09733333333335,36.193466666666666,19,1
5630,US-2016-146066,2016-08-21,2016-08-23,Second Class,RB-19465,Rick Bensley,Home Office,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",815.292,9,0.4,-339.705,714,15.92,7.0048,626.804,-19.969400000000007,23,0
5632,CA-2014-127614,2014-02-11,2014-02-15,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320,South,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1256.22,6,0.0,75.3732,0,262.864,69.0018,755.5473333333333,16.0868,0,0
5639,CA-2014-154893,2014-12-21,2014-12-27,Standard Class,GM-14440,Gary McGarr,Consumer,United States,San Diego,California,92024,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1325.76,6,0.2,149.148,275,257.568,-28.9764,533.8693333333333,42.12893333333333,9,0
5640,CA-2014-154893,2014-12-21,2014-12-27,Standard Class,GM-14440,Gary McGarr,Consumer,United States,San Diego,California,92024,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,572.16,3,0.2,35.76,275,1325.76,149.148,718.496,51.9772,9,0
